disaster_id,disaster_state,disaster_county,disaster_state_code,disaster_county_code,disaster_declaration,disaster_name,disaster_type,disaster_date,disaster_fips_code
DR-1223-FL,FL,Liberty (County),12,077,DR,EXTREME FIRE HAZARD,Fire,1998-05-25T04:00:00.000Z,12077
DR-1306-FL,FL,St. Lucie (County),12,111,DR,FL-HURRICANE IRENE-DR-REQ,Hurricane,1999-10-14T15:00:00.000Z,12111
DR-1359-FL,FL,Charlotte (County),12,015,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12015
DR-1223-FL,FL,Jefferson (County),12,065,DR,EXTREME FIRE HAZARD,Fire,1998-05-25T04:00:00.000Z,12065
DR-1223-FL,FL,Marion (County),12,083,DR,EXTREME FIRE HAZARD,Fire,1998-05-25T04:00:00.000Z,12083
DR-1195-FL,FL,Franklin (County),12,037,DR,"SEVERE STORMS, HIGH WINDS, TORNADOES, AND FLOODING",Severe Storm(s),1997-12-25T05:00:00.000Z,12037
DR-1195-FL,FL,Glades (County),12,043,DR,"SEVERE STORMS, HIGH WINDS, TORNADOES, AND FLOODING",Severe Storm(s),1997-12-25T05:00:00.000Z,12043
DR-1344-FL,FL,Escambia (County),12,033,DR,TROPICAL STORM HELENE,Severe Storm(s),2000-09-21T04:00:00.000Z,12033
DR-1195-FL,FL,Okaloosa (County),12,091,DR,"SEVERE STORMS, HIGH WINDS, TORNADOES, AND FLOODING",Severe Storm(s),1997-12-25T05:00:00.000Z,12091
DR-1195-FL,FL,Hardee (County),12,049,DR,"SEVERE STORMS, HIGH WINDS, TORNADOES, AND FLOODING",Severe Storm(s),1997-12-25T05:00:00.000Z,12049
DR-1195-FL,FL,Highlands (County),12,055,DR,"SEVERE STORMS, HIGH WINDS, TORNADOES, AND FLOODING",Severe Storm(s),1997-12-25T05:00:00.000Z,12055
DR-1223-FL,FL,Flagler (County),12,035,DR,EXTREME FIRE HAZARD,Fire,1998-05-25T04:00:00.000Z,12035
DR-1223-FL,FL,Hardee (County),12,049,DR,EXTREME FIRE HAZARD,Fire,1998-05-25T04:00:00.000Z,12049
DR-1223-FL,FL,Putnam (County),12,107,DR,EXTREME FIRE HAZARD,Fire,1998-05-25T04:00:00.000Z,12107
DR-1223-FL,FL,Broward (County),12,011,DR,EXTREME FIRE HAZARD,Fire,1998-05-25T04:00:00.000Z,12011
DR-1195-FL,FL,Jackson (County),12,063,DR,"SEVERE STORMS, HIGH WINDS, TORNADOES, AND FLOODING",Severe Storm(s),1997-12-25T05:00:00.000Z,12063
DR-1359-FL,FL,Monroe (County),12,087,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12087
DR-1223-FL,FL,Pasco (County),12,101,DR,EXTREME FIRE HAZARD,Fire,1998-05-25T04:00:00.000Z,12101
DR-1359-FL,FL,Gilchrist (County),12,041,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12041
DR-1359-FL,FL,Citrus (County),12,017,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12017
DR-1300-FL,FL,Duval (County),12,031,DR,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,Hurricane,1999-09-13T04:00:00.000Z,12031
DR-1195-FL,FL,Hamilton (County),12,047,DR,"SEVERE STORMS, HIGH WINDS, TORNADOES, AND FLOODING",Severe Storm(s),1997-12-25T05:00:00.000Z,12047
DR-1306-FL,FL,Orange (County),12,095,DR,FL-HURRICANE IRENE-DR-REQ,Hurricane,1999-10-14T15:00:00.000Z,12095
DR-1249-FL,FL,Gulf (County),12,045,DR,HURRICANE GEORGES,Hurricane,1998-09-26T01:47:00.000Z,12045
DR-1195-FL,FL,Alachua (County),12,001,DR,"SEVERE STORMS, HIGH WINDS, TORNADOES, AND FLOODING",Severe Storm(s),1997-12-25T05:00:00.000Z,12001
DR-1195-FL,FL,Clay (County),12,019,DR,"SEVERE STORMS, HIGH WINDS, TORNADOES, AND FLOODING",Severe Storm(s),1997-12-25T05:00:00.000Z,12019
DR-1306-FL,FL,Seminole (County),12,117,DR,FL-HURRICANE IRENE-DR-REQ,Hurricane,1999-10-14T15:00:00.000Z,12117
DR-1195-FL,FL,Marion (County),12,083,DR,"SEVERE STORMS, HIGH WINDS, TORNADOES, AND FLOODING",Severe Storm(s),1997-12-25T05:00:00.000Z,12083
DR-1195-FL,FL,Sumter (County),12,119,DR,"SEVERE STORMS, HIGH WINDS, TORNADOES, AND FLOODING",Severe Storm(s),1997-12-25T05:00:00.000Z,12119
DR-1359-FL,FL,Baker (County),12,003,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12003
DR-1393-FL,FL,Flagler (County),12,035,DR,"SEVERE STORMS, TORNADOES AND FLOODING ASSOCIATED WITH TROPICAL STORM GABRIELLE",Coastal Storm,2001-09-13T04:00:00.000Z,12035
DR-1223-FL,FL,Citrus (County),12,017,DR,EXTREME FIRE HAZARD,Fire,1998-05-25T04:00:00.000Z,12017
DR-1249-FL,FL,Columbia (County),12,023,DR,HURRICANE GEORGES,Hurricane,1998-09-26T01:47:00.000Z,12023
DR-1223-FL,FL,Hernando (County),12,053,DR,EXTREME FIRE HAZARD,Fire,1998-05-25T04:00:00.000Z,12053
DR-1300-FL,FL,St. Johns (County),12,109,DR,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,Hurricane,1999-09-13T04:00:00.000Z,12109
DR-1223-FL,FL,Baker (County),12,003,DR,EXTREME FIRE HAZARD,Fire,1998-05-25T04:00:00.000Z,12003
DR-1241-FL,FL,Franklin (County),12,037,DR,HURRICANE EARL,Hurricane,1998-09-04T00:47:00.000Z,12037
DR-1306-FL,FL,Broward (County),12,011,DR,FL-HURRICANE IRENE-DR-REQ,Hurricane,1999-10-14T15:00:00.000Z,12011
DR-1381-FL,FL,Calhoun (County),12,013,DR,TROPICAL STORM ALLISON,Severe Storm(s),2001-06-11T09:30:00.000Z,12013
DR-1223-FL,FL,Calhoun (County),12,013,DR,EXTREME FIRE HAZARD,Fire,1998-05-25T04:00:00.000Z,12013
DR-1249-FL,FL,Gadsden (County),12,039,DR,HURRICANE GEORGES,Hurricane,1998-09-26T01:47:00.000Z,12039
DR-1300-FL,FL,Nassau (County),12,089,DR,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,Hurricane,1999-09-13T04:00:00.000Z,12089
DR-1306-FL,FL,Flagler (County),12,035,DR,FL-HURRICANE IRENE-DR-REQ,Hurricane,1999-10-14T15:00:00.000Z,12035
DR-1344-FL,FL,Franklin (County),12,037,DR,TROPICAL STORM HELENE,Severe Storm(s),2000-09-21T04:00:00.000Z,12037
DR-1393-FL,FL,Manatee (County),12,081,DR,"SEVERE STORMS, TORNADOES AND FLOODING ASSOCIATED WITH TROPICAL STORM GABRIELLE",Coastal Storm,2001-09-13T04:00:00.000Z,12081
DR-1359-FL,FL,Lee (County),12,071,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12071
DR-1359-FL,FL,Okeechobee (County),12,093,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12093
DR-1259-FL,FL,Palm Beach (County),12,099,DR,TROPICAL STORM MITCH,Severe Storm(s),1998-11-04T08:58:00.000Z,12099
DR-1223-FL,FL,St. Lucie (County),12,111,DR,EXTREME FIRE HAZARD,Fire,1998-05-25T04:00:00.000Z,12111
DR-1300-FL,FL,Indian River (County),12,061,DR,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,Hurricane,1999-09-13T04:00:00.000Z,12061
DR-1241-FL,FL,Wakulla (County),12,129,DR,HURRICANE EARL,Hurricane,1998-09-04T00:47:00.000Z,12129
DR-1223-FL,FL,Sumter (County),12,119,DR,EXTREME FIRE HAZARD,Fire,1998-05-25T04:00:00.000Z,12119
DR-1223-FL,FL,Taylor (County),12,123,DR,EXTREME FIRE HAZARD,Fire,1998-05-25T04:00:00.000Z,12123
DR-1223-FL,FL,Polk (County),12,105,DR,EXTREME FIRE HAZARD,Fire,1998-05-25T04:00:00.000Z,12105
DR-1223-FL,FL,Indian River (County),12,061,DR,EXTREME FIRE HAZARD,Fire,1998-05-25T04:00:00.000Z,12061
DR-1223-FL,FL,Lafayette (County),12,067,DR,EXTREME FIRE HAZARD,Fire,1998-05-25T04:00:00.000Z,12067
DR-1381-FL,FL,Liberty (County),12,077,DR,TROPICAL STORM ALLISON,Severe Storm(s),2001-06-11T09:30:00.000Z,12077
DR-1359-FL,FL,Bradford (County),12,007,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12007
DR-1300-FL,FL,Highlands (County),12,055,DR,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,Hurricane,1999-09-13T04:00:00.000Z,12055
DR-1359-FL,FL,Orange (County),12,095,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12095
DR-1300-FL,FL,St. Lucie (County),12,111,DR,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,Hurricane,1999-09-13T04:00:00.000Z,12111
DR-1344-FL,FL,Okaloosa (County),12,091,DR,TROPICAL STORM HELENE,Severe Storm(s),2000-09-21T04:00:00.000Z,12091
DR-1359-FL,FL,Polk (County),12,105,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12105
DR-1223-FL,FL,Santa Rosa (County),12,113,DR,EXTREME FIRE HAZARD,Fire,1998-05-25T04:00:00.000Z,12113
DR-1300-FL,FL,Martin (County),12,085,DR,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,Hurricane,1999-09-13T04:00:00.000Z,12085
DR-1300-FL,FL,Glades (County),12,043,DR,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,Hurricane,1999-09-13T04:00:00.000Z,12043
DR-1306-FL,FL,Osceola (County),12,097,DR,FL-HURRICANE IRENE-DR-REQ,Hurricane,1999-10-14T15:00:00.000Z,12097
DR-1249-FL,FL,Franklin (County),12,037,DR,HURRICANE GEORGES,Hurricane,1998-09-26T01:47:00.000Z,12037
DR-1223-FL,FL,Glades (County),12,043,DR,EXTREME FIRE HAZARD,Fire,1998-05-25T04:00:00.000Z,12043
DR-1249-FL,FL,Washington (County),12,133,DR,HURRICANE GEORGES,Hurricane,1998-09-26T01:47:00.000Z,12133
DR-1359-FL,FL,Levy (County),12,075,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12075
DR-1359-FL,FL,Sumter (County),12,119,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12119
DR-1359-FL,FL,Duval (County),12,031,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12031
DR-1359-FL,FL,Manatee (County),12,081,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12081
DR-1249-FL,FL,Liberty (County),12,077,DR,HURRICANE GEORGES,Hurricane,1998-09-26T01:47:00.000Z,12077
DR-1359-FL,FL,Volusia (County),12,127,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12127
DR-1359-FL,FL,Union (County),12,125,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12125
DR-1223-FL,FL,Seminole (County),12,117,DR,EXTREME FIRE HAZARD,Fire,1998-05-25T04:00:00.000Z,12117
DR-1359-FL,FL,Sarasota (County),12,115,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12115
DR-1539-FL,FL,Leon (County),12,073,DR,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Hurricane,2004-08-11T13:00:00.000Z,12073
DR-1344-FL,FL,Calhoun (County),12,013,DR,TROPICAL STORM HELENE,Severe Storm(s),2000-09-21T04:00:00.000Z,12013
DR-1223-FL,FL,Volusia (County),12,127,DR,EXTREME FIRE HAZARD,Fire,1998-05-25T04:00:00.000Z,12127
DR-1306-FL,FL,Palm Beach (County),12,099,DR,FL-HURRICANE IRENE-DR-REQ,Hurricane,1999-10-14T15:00:00.000Z,12099
DR-1300-FL,FL,Palm Beach (County),12,099,DR,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,Hurricane,1999-09-13T04:00:00.000Z,12099
DR-1393-FL,FL,Highlands (County),12,055,DR,"SEVERE STORMS, TORNADOES AND FLOODING ASSOCIATED WITH TROPICAL STORM GABRIELLE",Coastal Storm,2001-09-13T04:00:00.000Z,12055
DR-1393-FL,FL,Collier (County),12,021,DR,"SEVERE STORMS, TORNADOES AND FLOODING ASSOCIATED WITH TROPICAL STORM GABRIELLE",Coastal Storm,2001-09-13T04:00:00.000Z,12021
DR-1259-FL,FL,Monroe (County),12,087,DR,TROPICAL STORM MITCH,Severe Storm(s),1998-11-04T08:58:00.000Z,12087
DR-1359-FL,FL,Brevard (County),12,009,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12009
DR-1359-FL,FL,Nassau (County),12,089,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12089
DR-1344-FL,FL,Leon (County),12,073,DR,TROPICAL STORM HELENE,Severe Storm(s),2000-09-21T04:00:00.000Z,12073
DR-1545-FL,FL,Walton (County),12,131,DR,HURRICANE FRANCES,Hurricane,2004-09-03T16:26:00.000Z,12131
DR-1481-FL,FL,Manatee (County),12,081,DR,SEVERE STORMS AND FLOODING,Severe Storm(s),2003-06-13T04:00:00.000Z,12081
DR-1545-FL,FL,Pasco (County),12,101,DR,HURRICANE FRANCES,Hurricane,2004-09-03T16:26:00.000Z,12101
DR-1561-FL,FL,Alachua (County),12,001,DR,HURRICANE JEANNE,Hurricane,2004-09-24T12:00:00.000Z,12001
DR-1381-FL,FL,Gadsden (County),12,039,DR,TROPICAL STORM ALLISON,Severe Storm(s),2001-06-11T09:30:00.000Z,12039
DR-1381-FL,FL,Bay (County),12,005,DR,TROPICAL STORM ALLISON,Severe Storm(s),2001-06-11T09:30:00.000Z,12005
DR-1306-FL,FL,Collier (County),12,021,DR,FL-HURRICANE IRENE-DR-REQ,Hurricane,1999-10-14T15:00:00.000Z,12021
DR-1249-FL,FL,Jefferson (County),12,065,DR,HURRICANE GEORGES,Hurricane,1998-09-26T01:47:00.000Z,12065
DR-1359-FL,FL,Indian River (County),12,061,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12061
DR-1344-FL,FL,Bay (County),12,005,DR,TROPICAL STORM HELENE,Severe Storm(s),2000-09-21T04:00:00.000Z,12005
DR-1249-FL,FL,Okaloosa (County),12,091,DR,HURRICANE GEORGES,Hurricane,1998-09-26T01:47:00.000Z,12091
DR-1359-FL,FL,Suwannee (County),12,121,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12121
DR-1539-FL,FL,Dixie (County),12,029,DR,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Hurricane,2004-08-11T13:00:00.000Z,12029
DR-1306-FL,FL,Polk (County),12,105,DR,FL-HURRICANE IRENE-DR-REQ,Hurricane,1999-10-14T15:00:00.000Z,12105
DR-1359-FL,FL,Hardee (County),12,049,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12049
DR-1359-FL,FL,Glades (County),12,043,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12043
DR-1344-FL,FL,Gulf (County),12,045,DR,TROPICAL STORM HELENE,Severe Storm(s),2000-09-21T04:00:00.000Z,12045
DR-1359-FL,FL,Flagler (County),12,035,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12035
DR-1249-FL,FL,Monroe (County),12,087,DR,HURRICANE GEORGES,Hurricane,1998-09-26T01:47:00.000Z,12087
DR-1345-FL,FL,Collier (County),12,021,DR,SEVERE STORMS AND FLOODING,Severe Storm(s),2000-10-04T02:30:00.000Z,12021
DR-1359-FL,FL,DeSoto (County),12,027,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12027
DR-1381-FL,FL,Washington (County),12,133,DR,TROPICAL STORM ALLISON,Severe Storm(s),2001-06-11T09:30:00.000Z,12133
DR-1359-FL,FL,St. Johns (County),12,109,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12109
DR-1381-FL,FL,Wakulla (County),12,129,DR,TROPICAL STORM ALLISON,Severe Storm(s),2001-06-11T09:30:00.000Z,12129
DR-1345-FL,FL,Monroe (County),12,087,DR,SEVERE STORMS AND FLOODING,Severe Storm(s),2000-10-04T02:30:00.000Z,12087
DR-1545-FL,FL,Indian River (County),12,061,DR,HURRICANE FRANCES,Hurricane,2004-09-03T16:26:00.000Z,12061
DR-1249-FL,FL,Escambia (County),12,033,DR,HURRICANE GEORGES,Hurricane,1998-09-26T01:47:00.000Z,12033
DR-1359-FL,FL,Columbia (County),12,023,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12023
DR-1306-FL,FL,Martin (County),12,085,DR,FL-HURRICANE IRENE-DR-REQ,Hurricane,1999-10-14T15:00:00.000Z,12085
DR-1359-FL,FL,Lafayette (County),12,067,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12067
DR-1359-FL,FL,Lake (County),12,069,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12069
DR-1381-FL,FL,Leon (County),12,073,DR,TROPICAL STORM ALLISON,Severe Storm(s),2001-06-11T09:30:00.000Z,12073
DR-1539-FL,FL,Lee (County),12,071,DR,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Hurricane,2004-08-11T13:00:00.000Z,12071
DR-1359-FL,FL,Marion (County),12,083,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12083
DR-1551-FL,FL,Dixie (County),12,029,DR,HURRICANE IVAN,Hurricane,2004-09-13T18:41:00.000Z,12029
DR-1359-FL,FL,Alachua (County),12,001,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12001
DR-1545-FL,FL,Holmes (County),12,059,DR,HURRICANE FRANCES,Hurricane,2004-09-03T16:26:00.000Z,12059
DR-1359-FL,FL,Pinellas (County),12,103,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12103
DR-1359-FL,FL,St. Lucie (County),12,111,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12111
DR-1345-FL,FL,Broward (County),12,011,DR,SEVERE STORMS AND FLOODING,Severe Storm(s),2000-10-04T02:30:00.000Z,12011
DR-1359-FL,FL,Hamilton (County),12,047,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12047
DR-1359-FL,FL,Clay (County),12,019,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12019
DR-1481-FL,FL,Pasco (County),12,101,DR,SEVERE STORMS AND FLOODING,Severe Storm(s),2003-06-13T04:00:00.000Z,12101
DR-1344-FL,FL,Jefferson (County),12,065,DR,TROPICAL STORM HELENE,Severe Storm(s),2000-09-21T04:00:00.000Z,12065
DR-1393-FL,FL,Putnam (County),12,107,DR,"SEVERE STORMS, TORNADOES AND FLOODING ASSOCIATED WITH TROPICAL STORM GABRIELLE",Coastal Storm,2001-09-13T04:00:00.000Z,12107
DR-1561-FL,FL,Clay (County),12,019,DR,HURRICANE JEANNE,Hurricane,2004-09-24T12:00:00.000Z,12019
DR-1561-FL,FL,Sarasota (County),12,115,DR,HURRICANE JEANNE,Hurricane,2004-09-24T12:00:00.000Z,12115
DR-1551-FL,FL,Washington (County),12,133,DR,HURRICANE IVAN,Hurricane,2004-09-13T18:41:00.000Z,12133
DR-1551-FL,FL,Wakulla (County),12,129,DR,HURRICANE IVAN,Hurricane,2004-09-13T18:41:00.000Z,12129
DR-1359-FL,FL,Collier (County),12,021,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12021
DR-1481-FL,FL,Taylor (County),12,123,DR,SEVERE STORMS AND FLOODING,Severe Storm(s),2003-06-13T04:00:00.000Z,12123
DR-1381-FL,FL,Jefferson (County),12,065,DR,TROPICAL STORM ALLISON,Severe Storm(s),2001-06-11T09:30:00.000Z,12065
DR-1359-FL,FL,Martin (County),12,085,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12085
DR-1481-FL,FL,Sarasota (County),12,115,DR,SEVERE STORMS AND FLOODING,Severe Storm(s),2003-06-13T04:00:00.000Z,12115
DR-1359-FL,FL,Hernando (County),12,053,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12053
DR-1359-FL,FL,Seminole (County),12,117,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12117
DR-1481-FL,FL,Levy (County),12,075,DR,SEVERE STORMS AND FLOODING,Severe Storm(s),2003-06-13T04:00:00.000Z,12075
DR-1460-FL,FL,Miami-Dade (County),12,086,DR,SEVERE STORMS AND TORNADOES,Severe Storm(s),2003-03-27T23:00:00.000Z,12086
DR-1539-FL,FL,Brevard (County),12,009,DR,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Hurricane,2004-08-11T13:00:00.000Z,12009
DR-1545-FL,FL,Wakulla (County),12,129,DR,HURRICANE FRANCES,Hurricane,2004-09-03T16:26:00.000Z,12129
DR-1359-FL,FL,Broward (County),12,011,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12011
DR-1344-FL,FL,Wakulla (County),12,129,DR,TROPICAL STORM HELENE,Severe Storm(s),2000-09-21T04:00:00.000Z,12129
DR-1545-FL,FL,Sarasota (County),12,115,DR,HURRICANE FRANCES,Hurricane,2004-09-03T16:26:00.000Z,12115
DR-1545-FL,FL,Collier (County),12,021,DR,HURRICANE FRANCES,Hurricane,2004-09-03T16:26:00.000Z,12021
DR-1545-FL,FL,Alachua (County),12,001,DR,HURRICANE FRANCES,Hurricane,2004-09-03T16:26:00.000Z,12001
DR-1393-FL,FL,Lee (County),12,071,DR,"SEVERE STORMS, TORNADOES AND FLOODING ASSOCIATED WITH TROPICAL STORM GABRIELLE",Coastal Storm,2001-09-13T04:00:00.000Z,12071
DR-1545-FL,FL,Lake (County),12,069,DR,HURRICANE FRANCES,Hurricane,2004-09-03T16:26:00.000Z,12069
DR-1393-FL,FL,Charlotte (County),12,015,DR,"SEVERE STORMS, TORNADOES AND FLOODING ASSOCIATED WITH TROPICAL STORM GABRIELLE",Coastal Storm,2001-09-13T04:00:00.000Z,12015
DR-1345-FL,FL,Dade (County),12,086,DR,SEVERE STORMS AND FLOODING,Severe Storm(s),2000-10-04T02:30:00.000Z,12086
DR-1481-FL,FL,DeSoto (County),12,027,DR,SEVERE STORMS AND FLOODING,Severe Storm(s),2003-06-13T04:00:00.000Z,12027
DR-1359-FL,FL,Highlands (County),12,055,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12055
DR-1539-FL,FL,Hendry (County),12,051,DR,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Hurricane,2004-08-11T13:00:00.000Z,12051
DR-1545-FL,FL,Hendry (County),12,051,DR,HURRICANE FRANCES,Hurricane,2004-09-03T16:26:00.000Z,12051
DR-1609-FL,FL,Brevard (County),12,009,DR,HURRICANE WILMA,Hurricane,2005-10-23T15:00:00.000Z,12009
DR-1359-FL,FL,Dade (County),12,086,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12086
DR-1359-FL,FL,Palm Beach (County),12,099,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12099
DR-1539-FL,FL,Union (County),12,125,DR,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Hurricane,2004-08-11T13:00:00.000Z,12125
DR-1539-FL,FL,Santa Rosa (County),12,113,DR,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Hurricane,2004-08-11T13:00:00.000Z,12113
DR-1545-FL,FL,St. Lucie (County),12,111,DR,HURRICANE FRANCES,Hurricane,2004-09-03T16:26:00.000Z,12111
DR-1551-FL,FL,Citrus (County),12,017,DR,HURRICANE IVAN,Hurricane,2004-09-13T18:41:00.000Z,12017
DR-1545-FL,FL,Liberty (County),12,077,DR,HURRICANE FRANCES,Hurricane,2004-09-03T16:26:00.000Z,12077
DR-1545-FL,FL,Calhoun (County),12,013,DR,HURRICANE FRANCES,Hurricane,2004-09-03T16:26:00.000Z,12013
DR-1545-FL,FL,Martin (County),12,085,DR,HURRICANE FRANCES,Hurricane,2004-09-03T16:26:00.000Z,12085
DR-1539-FL,FL,Seminole (County),12,117,DR,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Hurricane,2004-08-11T13:00:00.000Z,12117
DR-1545-FL,FL,Madison (County),12,079,DR,HURRICANE FRANCES,Hurricane,2004-09-03T16:26:00.000Z,12079
DR-1539-FL,FL,Orange (County),12,095,DR,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Hurricane,2004-08-11T13:00:00.000Z,12095
DR-1545-FL,FL,Charlotte (County),12,015,DR,HURRICANE FRANCES,Hurricane,2004-09-03T16:26:00.000Z,12015
DR-1545-FL,FL,Hardee (County),12,049,DR,HURRICANE FRANCES,Hurricane,2004-09-03T16:26:00.000Z,12049
DR-1545-FL,FL,Flagler (County),12,035,DR,HURRICANE FRANCES,Hurricane,2004-09-03T16:26:00.000Z,12035
DR-1539-FL,FL,Gadsden (County),12,039,DR,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Hurricane,2004-08-11T13:00:00.000Z,12039
DR-1539-FL,FL,Monroe (County),12,087,DR,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Hurricane,2004-08-11T13:00:00.000Z,12087
DR-1539-FL,FL,Franklin (County),12,037,DR,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Hurricane,2004-08-11T13:00:00.000Z,12037
DR-1539-FL,FL,Escambia (County),12,033,DR,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Hurricane,2004-08-11T13:00:00.000Z,12033
DR-1539-FL,FL,Baker (County),12,003,DR,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Hurricane,2004-08-11T13:00:00.000Z,12003
DR-1381-FL,FL,Holmes (County),12,059,DR,TROPICAL STORM ALLISON,Severe Storm(s),2001-06-11T09:30:00.000Z,12059
DR-1359-FL,FL,Pasco (County),12,101,DR,SEVERE FREEZE,Freezing,2000-12-01T05:00:00.000Z,12101
DR-1539-FL,FL,Jefferson (County),12,065,DR,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Hurricane,2004-08-11T13:00:00.000Z,12065
DR-1539-FL,FL,Miami-Dade (County),12,086,DR,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Hurricane,2004-08-11T13:00:00.000Z,12086
DR-1551-FL,FL,Santa Rosa (County),12,113,DR,HURRICANE IVAN,Hurricane,2004-09-13T18:41:00.000Z,12113
DR-1539-FL,FL,Alachua (County),12,001,DR,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Hurricane,2004-08-11T13:00:00.000Z,12001
DR-1551-FL,FL,Brevard (County),12,009,DR,HURRICANE IVAN,Hurricane,2004-09-13T18:41:00.000Z,12009
DR-1545-FL,FL,Escambia (County),12,033,DR,HURRICANE FRANCES,Hurricane,2004-09-03T16:26:00.000Z,12033
DR-1545-FL,FL,Suwannee (County),12,121,DR,HURRICANE FRANCES,Hurricane,2004-09-03T16:26:00.000Z,12121
DR-1545-FL,FL,Seminole (County),12,117,DR,HURRICANE FRANCES,Hurricane,2004-09-03T16:26:00.000Z,12117
DR-1545-FL,FL,Marion (County),12,083,DR,HURRICANE FRANCES,Hurricane,2004-09-03T16:26:00.000Z,12083
DR-1551-FL,FL,Leon (County),12,073,DR,HURRICANE IVAN,Hurricane,2004-09-13T18:41:00.000Z,12073
DR-1551-FL,FL,Flagler (County),12,035,DR,HURRICANE IVAN,Hurricane,2004-09-13T18:41:00.000Z,12035
DR-1551-FL,FL,Gulf (County),12,045,DR,HURRICANE IVAN,Hurricane,2004-09-13T18:41:00.000Z,12045
